Code,Indicator Name,Long definition,Source
SP.ADO.TFRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)","Adolescent fertility rate is the number of births per 1,000 women ages 15-19.","United Nations Population Division, World Population Prospects."
